DATE,TCP_Number,ESTC_Number,AUTHOR,PUBLISHER,WORD COUNT,TITLE,,,,,,,,
1788,K045211.000,T48537,Sheridan Richard Brinsley 1751-1816,[Dublin] : Printed for the booksellers,6633,St PATRICK's DAY; OR THE SCHEMING LIEUTENANT.,,,,,,,,
1726,K045218.000,T48555,Dennis John 1657-1734,London : printed for N. Blandford at the London-Gazette Charing Cross; and sold by J. Peele a,11491,THE STAGE DEFENDED FROM SCRIPTURE REASON EXPERIENCE and the Common Sense of MANKIND for Two Thousand Years.,,,,,,,,
1745,K046052.000,T49863,Thomson James 1700-1748,London : printed for A. Millar opposite Katharine-Street in the Strand,19028,Tancred and Sigismunda. A TRAGEDY. As it is Acted at the THEATRE-ROYAL IN DRURY-LANE By His MAJESTY'S Servants.,,,,,,,,
1779,K046500.000,T50721,Sheridan Richard Brinsley 1751-1816,London : published by T. Evans in the Strand; J. Wilkie St. Paul's Church-Yard; E. and C. Dill,946,VERSES To the MEMORY of GARRICK.,,,,,,,,
1779,K046563.000,T50834,Gibbon Edward 1737-1794,London : printed for W. Strahan; and T. Cadell in the Strand,31594,A VINDICATION OF SOME PASSAGES IN THE Fifteenth and Sixteenth Chapters OF THE HISTORY of the DECLINE and FALL of the ROMAN EMPIRE.,,,,,,,,
1726,K047462.000,T52575,Thomson James 1700-1748,London : printed for J. Millan at Locke's-Head in Shug-Lane near the Upper End of the Hay-Mar,3308,WINTER. A POEM.,,,,,,,,
1715,K047748.000,T53006,Defoe Daniel 1661?-1731,London : printed for J. Moore near St. Paul's and sold by the Book-Sellers,8206,AN ACCOUNT OF THE GREAT and GENEROUS ACTIONS OF James Butler ( Duke of Ormond.),,,,,,,,
1756,K048186.000,T53617,Warton Joseph 1722-1800,London : printed for M. Cooper at the Globe in Pater-Noster Row,55832,AN ESSAY ON THE WRITINGS AND GENIUS OF POPE.,,,,,,,,
1744,K048676.000,T54251,Akenside Mark 1721-1770,London : printed for R. Dodsley at Tully's-Head in Pall-Mall,21720,THE PLEASURES OF IMAGINATION.,,,,,,,,
1746,K048852.000,T54550,Blair Hugh 1718-1800,Edinburgh : printed by R. Fleming: for A. Kincaid,6745,The Wrath of Man praising GOD.,,,,,,,,
1768,K049181.000,T55125,Gray Thomas 1716-1771,London : printed for J. Dodsley in Pall-Mall,7358,POEMS BY Mr. GRAY. A NEW EDITION.,,,,,,,,
1707,K049441.000,T55491,Defoe Daniel 1661?-1731,Edinburgh : [s.n.],14285,A Short View OF The Present State OF THE Protestant Religion IN BRITAIN AS It is now profest in the Episcopal Church in England the Presbyterian Church in Scotland and the Dissenters in Both.,,,,,,,,
1706,K049443.000,T55494,Defoe Daniel 1661?-1731,Edinburgh : printed by the heirs and successors of Andrew Anderson anno Dom.,13324,Caledonia.,,,,,,,,
1701,K049569.000,T55643,Cheyne George 1671-1743,London : printed and sold by H. Newman at the Grashopper in the Poultrey and J. Nutt near Sta,17298,A NEW THEORY OF Continual FEVERS.,,,,,,,,
1720,K050110.000,T56630,Dennis John 1657-1734,London : printed and sold by J. Roberts in Warwick-Lane,10428,THE CHARACTERS AND CONDUCT OF Sir John Edgar AND HIS Three Deputy-Governours. During the Administration of the late SEPARATE MINISTRY. In a Third and Fourth Letter to the KNIGHT. WITH A Picture of Sir JOHN Drawn by a Pen exactly after the Life.,,,,,,,,
1713,K050263.000,T56857,Defoe Daniel 1661?-1731,London : printed and sold by J. Baker at the Black Boy in Pater-Noster-Row,8557,AND What if the Pretender should come? OR SOME CONSIDERATIONS OF THE ADVANTAGES AND Real Consequences OF THE PRETENDER's Possessing the CROWN OF Great-Britain.,,,,,,,,
1713,K050264.000,T56858,Defoe Daniel 1661?-1731,London : printed for J. Baker at the Black Boy in Pater-Noster Row,8902,AN ANSWER TO A QUESTION That No body thinks of VIZ. But what if the QUEEN should die?,,,,,,,,
1726,K050267.000,T56864,Defoe Daniel 1661?-1731,London : printed for T. Warner at the Black-Boy in Pater-Noster-Row,13473,A BRIEF CASE OF THE DISTILLERS And of the Distilling Trade IN ENGLAND SHEWING How far it is the Interest of England to encourage the said Trade as it is so considerable an Advantage To the Landed Interest To the Trade and Navigation To the Publick Revenue and To the Employment of the Poor. Humbly recommended to the Lords and Commons of Great Britain in the present Parliament assembled.,,,,,,,,
1717,K050273.000,T56872,Defoe Daniel 1661?-1731,London : printed for T. Warner at the Black-Boy in Pater-Noster Row,7357,THE CASE of the War in ITALY STATED: BEING A SERIOUS ENQUIRY HOW FAR GREAT-BRITAIN IS Engaged to Concern it Self in the Quarrel between the Emperor and the King of Spain.,,,,,,,,
1720,K050274.000,T56874,Defoe Daniel 1661?-1731,London : printed for T. Warner at the Black-Boy in Pater-Noster-Row,12889,THE CHIMERA: OR THE FRENCH WAY OF Paying National Debts Laid open. BEING AN IMPARTIAL ACCOUNT of the Proceedings in FRANCE for Raising a PAPER CREDIT and Settling the MISSISSIPI STOCK.,,,,,,,,
1709,K050275.000,T56875,Defoe Daniel 1661?-1731,London : printed by J. Dutton near Fleet-Street,1920,A Commendatory SERMON PREACH'D November the 4th 1709. BEING THE BIRTH-DAY OF King William Of Glorious Memory.,,,,,,,,
1724,K050278.000,T56879,,London : printed for J. Roberts near the Oxford-Arms in Warwick-Lane,3147,CONSIDERATIONS ON Publick Credit. IN A LETTER TO A Member of Parliament.,,,,,,,,
1717,K050281.000,T56883,Defoe Daniel 1661?-1731,London : printed and sold by J. Baker and T. Warner at the Black-Boy in Pater-Noster-Row,7620,THE DANGER OF Court Differences: OR THE Unhappy EFFECTS OF A Motley Ministry: Occasion'd by the Report of Changes at COURT.,,,,,,,,
1711,K050287.000,T56892,Defoe Daniel 1661?-1731,[London] : Printed for J. Baker at the Black-Boy in Pater-Noster-Row,10460,AN ESSAY At a PLAIN EXPOSITION OF THAT Difficult Phrase A GOOD PEACE.,,,,,,,,
1711,K050288.000,T56893,Defoe Daniel 1661?-1731,London : printed for J. Baker at the Black-Boy in Paternoster-Row,9612,AN ESSAY ON THE History of Parties AND PERSECUTION IN BRITAIN;,,,,,,,,
1710,K050290.000,T56895,Defoe Daniel 1661?-1731,London : printed and sold by the book-sellers,5095,AN ESSAY UPON LOANS: OR AN ARGUMENT PROVING That Substantial FUNDS settled by Parliament with the Encouragement of Interests and the Advances of Prompt Payment usually allow'd will bring in Loans of Money to the Exchequer in spight of all the Conspiracies of Parties to the contrary; while a Just Honourable and Punctual Performance on the part of the Government supports the Credit of the Nation.,,,,,,,,
1713,K050314.000,T56930,Defoe Daniel 1661?-1731,London : printed for John Morphew near Stationers-Hall,18201,MEMOIRS OF Count TARIFF &amp;c.,,,,,,,,
1773,K050477.000,T57192,Arbuthnot John of Mitcham,London : printed for T. Cadell in the Strand,29777,AN INQUIRY INTO THE Connection between the present PRICE OF PROVISIONS AND THE SIZE OF FARMS WITH REMARKS ON POPULATION AS AFFECTED THEREBY.,,,,,,,,
1722,K050786.000,T57685,Philips Ambrose 1674-1749,London : printed for B. Lintot between the Temp Gates in Fleet-Street,14783,THE BRITON. A TRAGEDY. As it is Acted at the THEATRE-ROYAL in Drury-lane BY His MAJESTY'S SERVANTS.,,,,,,,,
1724,K051036.000,T58019,Cheyne George 1671-1743,London : printed for George Strahan at the Golden Ball over-against the Royal Exchange in Cornh,48545,AN ESSAY OF HEALTH AND LONG LIFE.,,,,,,,,
1728,K052215.000,T59716,Arbuthnot John 1667-1735,London : printed for J. Roberts in Warwick-Lane,3051,An ACCOUNT of the State of Learning IN THE Empire of Lilliput.,,,,,,,,
1715,K052227.001,T59731,Homer,London : printed by W. Bowyer for Bernard Lintott between the Temple-Gates,94112,THE ILIAD OF HOMER.,,,,,,,,
1793,K052531.001,T60252,Barbauld Mrs. (Anna Letitia) 1743-1825,London : printed for J. Johnson No. 72 St. Paul's Church-Yard,7520,SINS OF GOVERNMENT SINS OF THE NATION; OR A Discourse for the Fast APPOINTED ON APRIL 19 1793.,,,,,,,,
1794,K053903.001,T62063,Radcliffe Ann Ward 1764-1823,London : printed for G. G. and J. Robinson Paternoster-Row,69063,THE MYSTERIES OF UDOLPHO A ROMANCE; INTERSPERSED WITH SOME PIECES OF POETRY.,,,,,,,,
1794,K053903.004,T62063,Radcliffe Ann Ward 1764-1823,London : printed for G. G. and J. Robinson Paternoster-Row,68452,THE MYSTERIES of UDOLPHO A ROMANCE; INTERSPERSED WITH SOME PIECES OF POETRY.,,,,,,,,
1797,K053904.002,T62064,Radcliffe Ann Ward 1764-1823,London : printed for T. Cadell Jun. and W. Davies (successors to Mr. Cadell) in the Strand,53057,THE ITALIAN OR THE CONFESSIONAL of the BLACK PENITENTS. A ROMANCE.,,,,,,,,
1790,K053907.001,T62068,Radcliffe Ann Ward 1764-1823,London : printed for T. Hookham New Bond-Street,35085,A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,,,,,,,,
1790,K053907.002,T62068,Radcliffe Ann Ward 1764-1823,London : printed for T. Hookham New Bond-Street,31672,A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,,,,,,,,
1791,K055619.001,T64481,Boswell James 1740-1795,London : printed by Henry Baldwin for Charles Dilly in the Poultry,226177,THE LIFE OF SAMUEL JOHNSON LL.D. COMPREHENDING AN ACCOUNT OF HIS STUDIES AND NUMEROUS WORKS IN CHRONOLOGICAL ORDER; A SERIES OF HIS EPISTOLARY CORRESPONDENCE AND CONVERSATIONS WITH MANY EMINENT PERSONS; AND VARIOUS ORIGINAL PIECES OF HIS COMPOSITION NEVER BEFORE PUBLISHED. THE WHOLE EXHIBITING A VIEW OF LITERATURE AND LITERARY MEN IN GREAT-BRITAIN FOR NEAR HALF A CENTURY DURING WHICH HE FLOURISHED. IN TWO VOLUMES. BY JAMES BOSWELL ESQ.,,,,,,,,
1791,K055619.002,T64481,Boswell James 1740-1795,London : printed by Henry Baldwin for Charles Dilly in the Poultry,250897,THE LIFE OF SAMUEL JOHNSON LL. D. COMPREHENDING AN ACCOUNT OF HIS STUDIES AND NUMEROUS WORKS IN CHRONOLOGICAL ORDER; A SERIES OF HIS EPISTOLARY CORRESPONDENCE AND CONVERSATIONS WITH MANY EMINENT PERSONS; AND VARIOUS ORIGINAL PIECES OF HIS COMPOSITION NEVER BEFORE PUBLISHED. THE WHOLE EXHIBITING A VIEW OF LITERATURE AND LITERARY MEN IN GREAT-BRITAIN FOR NEAR HALF A CENTURY DURING WHICH HE FLOURISHED. IN TWO VOLUMES. BY JAMES BOSWELL ESQ.,,,,,,,,
1773,K056081.000,T65130,Hazlitt William 1737-1820,London : printed for J. Johnson at No. 72 in St. Paul's Church-Yard,9379,AN ESSAY ON THE JUSTICE OF GOD.,,,,,,,,
1711,K056661.000,T65913,Defoe Daniel 1661?-1731,London : printed for J. Baker at the Black-Boy in Pater-Noster-Row,11529,AN ESSAY ON THE SOUTH-SEA TRADE.,,,,,,,,
1712,K056668.000,T65921,Defoe Daniel 1661?-1731,London : printed for John Morphew near Stationers-Hall,17746,A Further Search INTO THE CONDUCT OF THE ALLIES AND THE Late Ministry AS TO Peace and War.,,,,,,,,
1713,K056672.000,T65928,Defoe Daniel 1661?-1731,London : print[ed] for J. Baker at the Black-Boy in Pater-Noster-Row,9066,AN ESSAY ON THE Treaty of Commerce WITH FRANCE: With necessary EXPOSITIONS.,,,,,,,,
1716,K056694.000,T65958,,London : printed for Andrew Bell at the Cross Keys and Bible in Cornhill near Stock's Market ;,15519,AN ACCOUNT OF THE PROCEEDINGS Against the Rebels and other Prisoners Tried before the Lord Chief Justice Jefferies and other Judges in the West of England in 1685. for taking Arms under the Duke of Monmouth.,,,,,,,,
1705,K056943.000,T66298,Defoe Daniel 1661?-1731,London : printed: and are to sold by Benj. Bragg at the Blue-Ball in Ave-Mary Lane,7619,ADVICE TO ALL PARTIES.,,,,,,,,
1767,K057664.000,T67126,Kames Henry Home Lord 1696-1782,Edinburgh : printed for A. Millar London and A. Kincaid &amp;#38; J. Bell Edinburgh,172340,PRINCIPLES OF EQUITY. CORRECTED AND ENLARGED IN A SECOND EDITION.,,,,,,,,
1735,K058255.000,T68030,Walton Jacob d. 1743,Dublin : printed by S. Powell for William Smith at the Hercules Bookseller in Dame-Street,5821,A VINDICATION OF Sir ISAAC NEWTON's Principles of FLUXIONS AGAINST THE OBJECTIONS Contained in the ANALYST.,,,,,,,,
1701,K058373.000,T68184,Defoe Daniel 1661?-1731,London : [s.n.],5224,THE Free-Holders Plea AGAINST STOCK-JOBBING ELECTIONS OF Parliament Men.,,,,,,,,
1735,K058784.000,T68812,Berkeley George 1685-1753,Dublin : printed by M. Rhames for R. Gunne Bookseller in Capel-Street,4686,REASONS For not Replying to Mr. WALTON's FULL ANSWER IN A LETTER to P. T. P.,,,,,,,,
1735,K058785.000,T68813,Walton Jacob d. 1743,[Dublin,4829,AN APPENDIX In Answer to the Reasons for not replying to Mr. WALTON'S Full Answer.,,,,,,,,
1717,K059163.000,T69381,Defoe Daniel 1661?-1731,London : printed for E. More near St. Paul's and sold by the booksellers of London and Westmin,6365,A Declaration of Truth TO BENJAMIN HOADLY One of the High Priests of the Land AND Of the Degree whom Men call BISHOPS.,,,,,,,,
1717,K059165.000,T69383,Defoe Daniel 1661?-1731,London : printed for T. Warner at the Black-Boy in Pater-Noster-Row,16323,MEMOIRS OF SOME TRANSACTIONS DURING The late MINISTRY OF Robert E. of Oxford.,,,,,,,,
1717,K059169.000,T69388,Defoe Daniel 1661?-1731,London : printed: and sold by J. Roberts in Warwick-Lane ; and A. Dodd at the Peacock without T,2917,A CURIOUS Little Oration Deliver'd by Father ANDREW Concerning the Present Great QUARRELS That divide the Clergy of France.,,,,,,,,
1719,K059406.000,T69697,Defoe Daniel 1661?-1731,London : printed for E. Smith near Exchange-Alley,13283,THE ANATOMY OF Exchange-Alley: OR A System of STOCK-JOBBING.,,,,,,,,
1720,K059407.000,T69698,Defoe Daniel 1661?-1731,London : [s.n.],8292,THE CASE Fairly Stated between the TURKY Company AND THE Italian Merchants.,,,,,,,,
1720,K059409.000,T69700,Bond William d. 1735,London : printed for E. Curll: and sold by W. Mears and T. Jauncy without Temple Bar W. Meadows,78078,THE HISTORY OF THE LIFE AND ADVENTURES OF Mr. DUNCAN CAMPBELL A Gentleman who tho' Deaf and Dumb writes down any Stranger's Name at first Sight; with their future Contingencies of Fortune. Now Living In Exeter Court over-against the Savoy in the Strand.,,,,,,,,
1790,K059580.001,T70026,Williams Helen Maria 1762-1827,London : printed for T. Cadell,39399,JULIA A NOVEL; INTERSPERSED WITH SOME POETICAL PIECES.,,,,,,,,
1790,K059580.002,T70026,Williams Helen Maria 1762-1827,London : printed for T. Cadell,33243,JULIA A NOVEL; INTERSPERSED WITH SOME POETICAL PIECES.,,,,,,,,
1728,K059801.000,T70330,Defoe Daniel 1661?-1731,London : printed for J. Roberts in Warwick-Lane and sold by E. Nutt at the Royal-Exchange A. D,12728,Augusta Triumphans: OR THE WAY TO MAKE LONDON The most flourishing City in the Universe.,,,,,,,,
1751,K059833.000,T70373,Kames Henry Home Lord 1696-1782,Edinburgh : printed by R. Fleming for A. Kincaid and A. Donaldson,64832,ESSAYS ON THE PRINCIPLES OF MORALITY AND NATURAL RELIGION. IN TWO PARTS.,,,,,,,,
1717,K059868.000,T70421,,London : printed for Bernard Lintot between the Temple-Gates,17519,HOMER'S BATTLE OF THE Frogs and Mice. WITH THE REMARKS of ZOILUS. To which is Prefix'd The LIFE of the said ZOILUS.,,,,,,,,
1795,K059933.001,T70504,Williams Helen Maria 1762-1827,London : printed for G. G. and J. Robinson Paternoster-Row,42625,LETTERS CONTAINING A SKETCH OF THE POLITICS OF FRANCE From the Thirty-first of May 1793 till the Twenty-eighth of July 1794 AND OF THE SCENES WHICH HAVE PASSED IN THE PRISONS OF PARIS.,,,,,,,,
1795,K059933.002,T70504,Williams Helen Maria 1762-1827,London : printed for G. G. and J. Robinson Paternoster-Row,39412,LETTERS CONTAINING A SKETCH OF THE POLITICS OF FRANCE From the Thirty-first of May 1793 till the Twenty-eighth of July 1794 AND OF THE SCENES WHICH HAVE PASSED IN THE PRISONS OF PARIS.,,,,,,,,
1715,K060117.000,T70816,Defoe Daniel 1661?-1731,London : printed for J. Baker at the Black Boy in Pater-Noster-Row,14921,AN APPEAL TO Honour and Justice Tho' it be of His Worst ENEMIES.,,,,,,,,
1727,K060121.000,T70822,Defoe Daniel 1661?-1731,London : printed: and sold by J. Roberts in Warwick-Lane,126025,AN ESSAY ON THE History and Reality OF APPARITIONS. BEING An Account of what they are and what they are not; whence they come and whence they come not. AS ALSO How we may distinguish between the Apparitions of Good and Evil Spirits and how we ought to Behave to them. WITH A great Variety of Surprizing and Diverting Examples never Publish'd before.,,,,,,,,
1704,K060328.000,T71092,Dennis John 1657-1734,London : printed for Geo. Strahan at the Golden-Ball against the Exchange in Cornhill and Berna,24481,THE GROUNDS OF Criticism IN POETRY CONTAIN'D In some New Discoveries never made before requisite for the Writing and Judging of Poems surely.,,,,,,,,
1712,K060329.000,T71093,Dennis John 1657-1734,London : printed for Bernard Lintott at the Cross-Keys between the Two Temple-Gates in Fleetstre,15415,AN ESSAY ON THE Genius and Writings OF SHAKESPEAR: WITH Some Letters of Criticism to the SPECTATOR.,,,,,,,,
1751,K060422.000,T71256,Gray Thomas 1716-1771,London : printed for R. Dodsley in Pall-Mall ; and sold by M. Cooper in Pater-Noster-Row,1069,AN ELEGY WROTE IN A Country Church Yard.,,,,,,,,
1761,K060978.000,T71923,Boswell James 1740-1795,Edinburgh : printed by A. Donaldson and J. Reid. For Alex. Donaldson,1441,AN ODE TO TRAGEDY.,,,,,,,,
1705,K060991.000,T71938,Defoe Daniel 1661?-1731,London : printed: and sold by B. Bragg at the Blue-Ball in Ave-Mary-Lane,24037,THE EXPERIMENT: OR THE Shortest Way with the Dissenters EXEMPLIFIED. Being the CASE of Mr. Abraham Gill a Dissenting Minister in the Isle of Ely AND A Full Account of his being sent for a SOLDIER by Mr. Fern (an Ecclesiastical Justice of Peace) and other CONSPIRATORS.,,,,,,,,
1726,K061017.000,T71969,Defoe Daniel 1661?-1731,London : printed for W. Meadows at the Angel in Cornhill ; and sold by J. Roberts in Warwick-L,7391,THE Protestant Monastery: OR A COMPLAINT AGAINST THE Brutality of the present AGE.,,,,,,,,
1708,K062069.000,T73480,,London : printed and sold by Benj. Bragg at the Raven in Pater-Noster-Row,5499,THE SEDITIOUS INSECTS:,,,,,,,,
1791,K062088.001,T73501,Smith Charlotte Turner 1749-1806,London : printed for T. Cadell in the Strand,43194,CELESTINA. A NOVEL. IN FOUR VOLUMES.,,,,,,,,
1791,K062088.002,T73501,Smith Charlotte Turner 1749-1806,London : printed for T. Cadell in the Strand,49341,CELESTINA. A NOVEL. IN FOUR VOLUMES.,,,,,,,,
1791,K062088.003,T73501,Smith Charlotte Turner 1749-1806,London : printed for T. Cadell in the Strand,47967,CELESTINA. A NOVEL. IN FOUR VOLUMES.,,,,,,,,
1791,K062088.004,T73501,Smith Charlotte Turner 1749-1806,London : printed for T. Cadell in the Strand,62494,CELESTINA. A NOVEL. IN FOUR VOLUMES.,,,,,,,,
1761,K062945.000,T74903,Churchill C. (Charles) 1731-1764,London : printed for the author and sold by W. Flexney near Gray's-Inn-Gate Holborn,5710,THE ROSCIAD. BY C. CHURCHILL.,,,,,,,,
1753,K063195.000,T75219,Gray Thomas 1716-1771,London : printed for R. Dodsley in Pall-Mall,3987,,,,,,,,,
1767,K063225.000,T75303,Ferguson Adam 1723-1816,Dublin : printed by Boulter Grierson Printer to the King's most Excellent Majesty,103633,AN ESSAY ON THE HISTORY OF CIVIL SOCIETY.,,,,,,,,
1712,K063333.000,T75422,Arbuthnot John 1667-1735,London : printed for John Morphew near Stationers-Hall,4286,PROPOSALS For PRINTING A very Curious Discourse in Two Volumes in Quarto Intitled 'Pseudologia Politike'; OR A TREATISE of the ART OF Political Lying WITH An ABSTRACT of the First Volume of the said TREATISE.,,,,,,,,
1729,K063343.000,T75434,Dyer John d. 1729,London : printed and sold by J. Applebee in Black-Fryers; W. Meadows at the Angel in Cornhill;,8613,A GENUINE NARRATIVE Of the MEMORABLE LIFE and ACTIONS OF JOHN DYER (Who was Executed at TYBURN on Friday the 21st Day of November 1729.),,,,,,,,
1708,K063758.000,T76174,Aulnoy Madame d' (Marie-Catherine) 1650 or 51-1705,London : printed and sold by J. Woodward in St. Christopher's Church-Yard Thred-Needle-Street;,136651,THE HISTORY OF THE Earl of WARWICK Sirnam'd The KING-MAKER: Containing his AMOURS And other Memorable Transactions.,,,,,,,,
1795,K063778.000,T76203,Paley William 1743-1805,London : printed for R. Faulder,3997,DANGERS INCIDENTAL TO THE CLERICAL CHARACTER STATED,,,,,,,,
1715,K063883.001,T76337,Abbot George 1562-1633,London : printed for E. Curll at the Dial and Bible against St. Dunstan's Church in Fleetstreet,42546,THE CASE OF IMPOTENCY As Debated in ENGLAND In that Remarkable TRYAL An. 1613. between ROBERT Earl of ESSEX and the Lady FRANCES HOWARD who after Eight Years Marriage commenc'd a Suit against him for IMPOTENCY.,,,,,,,,
1794,K064499.001,T77431,Paley William 1743-1805,London : printed for R. Faulder New Bond-Street,60768,A VIEW OF THE EVIDENCES OF CHRISTIANITY. IN THREE PARTS.,,,,,,,,
1794,K064499.002,T77431,Paley William 1743-1805,London : printed for R. Faulder New Bond-Street,66070,A VIEW OF THE EVIDENCES OF CHRISTIANITY. IN THREE PARTS.,,,,,,,,
1727,K064569.000,T77543,Woolston Thomas 1670-1733,London : printed for the author sold by him near Mort-Gate and by the booksellers of London an,15698,A DISCOURSE On the MIRACLES of our SAVIOUR,,,,,,,,
1728,K064571.000,T77545,Woolston Thomas 1670-1733,London : printed for the author and sold by him next Door below the Star in Aldermanbury and b,15576,A THIRD DISCOURSE ON THE MIRACLES OF OUR SAVIOUR,,,,,,,,
1728,K064572.000,T77546,Woolston Thomas 1670-1733,London : printed for the author and sold by him next Door below the Star in Aldermanbury and b,15393,A FOURTH DISCOURSE ON THE MIRACLES OF OUR SAVIOUR,,,,,,,,
1728,K064573.000,T77547,Woolston Thomas 1670-1733,London : printed for the author and sold by him next door to the Star in Aldermanbury and by,15498,A FIFTH DISCOURSE ON THE MIRACLES OF OUR SAVIOUR,,,,,,,,
1729,K064574.000,T77548,Woolston Thomas 1670-1733,London : printed for the author and sold by him next door to the Star in Aldermanbury and by,14669,A SIXTH DISCOURSE ON THE MIRACLES OF OUR SAVIOUR In VIEW of the Present Controversy between INFIDELS and APOSTATES.,,,,,,,,
1797,K064631.002,T77691,Disraeli Isaac 1766-1848,London : printed for T. Cadell junior and W. Davies (successors to Mr. Cadell) in the Strand;,45001,VAURIEN: OR SKETCHES OF THE TIMES: EXHIBITING VIEWS OF THE PHILOSOPHIES RELIGIONS POLITICS LITERATURE AND MANNERS OF THE AGE.,,,,,,,,
1713,K064763.000,T77983,Berkeley George 1685-1753,London : printed by G. James for Henry Clements at the Half-Moon in S. Paul's Church-Yard,35766,THREE DIALOGUES BETWEEN Hylas and Philonous.,,,,,,,,
1787,K064769.000,T77989,Berkeley George 1733-1795,Canterbury : printed for Simmons and Kirkby T. Smith and Flackton and Marrable; and for --- Ga,3241,A CAUTION AGAINST SOCINIANISM GIVEN IN A DISCOURSE PREACHED AT THE CATHEDRAL AND METROPOLITICAL CHURCH OF CHRIST CANTERBURY; On GOOD FRIDAY 1787. AND PUBLISHED FOR THE BENEFIT OF THE CHARITY-SCHOOLS IN THE PARISH OF ST CLEMENT DANES WESTMINSTER.,,,,,,,,
1709,K064770.000,T77990,Berkeley George 1685-1753,Dublin : printed by Aaron Rhames at the Back of Dick's Coffee-House for Jeremy Pepyat Booksel,30168,AN ESSAY Towards a New Theory OF VISION.,,,,,,,,
1740,K065341.000,T78855,Cheyne George 1671-1743,London : printed for C. Rivington in St. Paul's Church-Yard and J. Leake Bookseller in Bath,90525,AN ESSAY ON REGIMEN. TOGETHER WITH FIVE DISCOURSES Medical Moral and Philosophical: Serving to illustrate the PRINCIPLES and THEORY OF Philosophical Medicin And point out Some of its MORAL CONSEQUENCES.,,,,,,,,
1734,K065605.000,T79310,Jurin James 1684-1750,London : printed for T. Cooper at the Globe in Ivy-Lane,16175,GEOMETRY No FRIEND to INFIDELITY: OR A DEFENCE OF Sir ISAAC NEWTON AND THE British Mathematicians In a LETTER to the Author of the Analyst.,,,,,,,,
1794,K065850.000,T79684,Gibbon Edward 1737-1794,London : originally printed 1770. Reprinted,11096,CRITICAL OBSERVATIONS ON THE SIXTH BOOK OF THE AENEID.,,,,,,,,
1764,K065853.000,T79690,Gibbon Edward 1737-1794,London : printed for T. Becket and P. A. de Hondt in the Strand,22226,AN ESSAY ON THE STUDY of LITERATURE.,,,,,,,,
1796,K065858.001,T79696,Gibbon Edward 1737-1794,London : printed for A. Strahan and T. Cadell Jun. and W. Davies (successors to Mr. Cadell) i,226188,MISCELLANEOUS WORKS OF EDWARD GIBBON Esquire.,,,,,,,,
1779,K066039.000,T80012,Gibbon Edward 1737-1794,[London : printed by T. Harrison],8071,MEMOIRE JUSTIFICATIF POUR SERVIR DE REPONSE A L'EXPOSE &amp;c. DE LA COUR de FRANCE.,,,,,,,,
1782,K066811.000,T81521,Williams Helen Maria 1762-1827,London : printed for T. Cadell in the Strand,2974,EDWIN AND ELTRUDA.,,,,,,,,
1791,K067205.000,T82160,Darwin Erasmus 1731-1802,London : printed for J. Johnson St. Paul's Church-Yard. MDCCXCI. Entered at Stationers Hall,169194,THE BOTANIC GARDEN; A Poem in Two Parts. PART I. CONTAINING THE ECONOMY OF VEGETATION. PART II. THE LOVES OF THE PLANTS. WITH Philosophical Notes.,,,,,,,,
1705,K068107.000,T83535,Dyer John 1652 or 3-1713,London : printed and sold by B. Bragg in Ave-Mary-Lane,4452,A COLLECTION FROM Dyer's Letters Concerning the ELECTIONS OF THE Present Parliament: WITH AN APPENDIX relating to some other Publick Matters.,,,,,,,,
1766,K068147.000,T83577,Hume David 1711-1776,London : printed for T. Becket and P. A. De Hondt near Surry-Street in the Strand,21984,A CONCISE AND GENUINE ACCOUNT OF THE DISPUTE BETWEEN Mr. HUME and Mr. ROUSSEAU:,,,,,,,,
1760,K068251.000,T83707,Macpherson James 1736-1796,Edinburgh : printed for G. Hamilton and J. Balfour,7743,FRAGMENTS OF ANCIENT POETRY Collected in the Highlands of Scotland AND Translated from the Galic or Erse Language.,,,,,,,,
1732,K070362.001,T86362,Berkeley George 1685-1753,Dublin : printed for G. Risk G. Ewing and W. Smith Booksellers in Dame-Street,73266,ALCIPHRON: OR THE MINUTE PHILOSOPHER. IN SEVEN DIALOGUES. Containing an APOLOGY for the Christian Religion against those who are called Free-thinkers.,,,,,,,,
1732,K070362.002,T86362,Berkeley George 1685-1753,Dublin : printed for G. Risk G. Ewing and W. Smith Booksellers in Dame-Street,71749,ALCIPHRON: OR THE MINUTE PHILOSOPHER. IN SEVEN DIALOGUES. Containing an APOLOGY for the Christian Religion against those who are called Free-thinkers.AN ESSAY TOWARDS A NEW THEORY OF VISION.,,,,,,,,
1777,K070549.000,T86648,Hume David 1711-1776,Dublin : printed for J. Williams No. 21 Skinner-Row,4893,THE LIFE OF DAVID HUME ESQ. WRITTEN BY HIMSELF.,,,,,,,,
1736,K073280.000,T90234,Duck Stephen 1705-1756,London : printed for the author,43306,POEMS ON SEVERAL OCCASIONS.,,,,,,,,
1737,K073281.000,T90235,Duck Stephen 1705-1756,London : printed [by Samuel Richardson] for J. Roberts in Warwick-Lane and J. Jackson in St.,894,THE VISION.,,,,,,,,
